sub_id, sub_name, sub_juris, jur_id, jur_name
"788","UNNAMED 6 - LIVERMORE","3","3","Larimer County"
"685","UNNAMED 6 - WELLINGTON","3","3","Larimer County"
"430","UNNAMED 6 RURAL ADDRESSING","3","3","Larimer County"
"729","UNNAMED 61 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"827","UNNAMED 61 - LIVERMORE","3","3","Larimer County"
"464","UNNAMED 61 - RURAL ADDRESSING","3","3","Larimer County"
"697","UNNAMED 63 - FORT COLLINS RURAL ADDRESSING","3","3","Larimer County"
"761","UNNAMED 63 - FTC RURAL ADDRESSING","3","3","Larimer County"
"465","UNNAMED 63 - RURAL ADDRESSING","3","3","Larimer County"
"780","UNNAMED 64 - LIVERMORE","3","3","Larimer County"
"828","UNNAMED 65 - LIVERMORE","3","3","Larimer County"
"466","UNNAMED 65 - RURAL ADDRESSING","3","3","Larimer County"
"467","UNNAMED 67 - RURAL ADDRESSING","3","3","Larimer County"
"779","UNNAMED 68 - LIVERMORE","3","3","Larimer County"
"468","UNNAMED 68 - RURAL ADDRESSING","3","3","Larimer County"
"469","UNNAMED 69 - RURAL ADDRESSING","3","3","Larimer County"
"686","UNNAMED 7 - CARR","3","3","Larimer County"
"789","UNNAMED 7 - LIVERMORE","3","3","Larimer County"
"829","UNNAMED 70 - LIVERMORE","3","3","Larimer County"
"470","UNNAMED 70 - RURAL ADDRESSING","3","3","Larimer County"
"561","UNNAMED 704 - RURAL ADDRESSING","3","3","Larimer County"
"523","UNNAMED 705","3","3","Larimer County"
"564","UNNAMED 705- RURAL ADDRESSING","3","3","Larimer County"
"833","UNNAMED 71 - LIVERMORE","3","3","Larimer County"
"471","UNNAMED 71 - RURAL ADDRESSING","3","3","Larimer County"
"830","UNNAMED 72 - LIVERMORE","3","3","Larimer County"
"472","UNNAMED 72 - RURAL ADDRESSING","3","3","Larimer County"
"473","UNNAMED 76 - RURAL ADDRESSING","3","3","Larimer County"
"474","UNNAMED 78 - RURAL ADDRESSING","3","3","Larimer County"
"673","UNNAMED 8 - CARR","3","3","Larimer County"
"790","UNNAMED 8 - LIVERMORE","3","3","Larimer County"
"438","UNNAMED 8 - RURAL ADDRESSING","3","3","Larimer County"
"534","UNNAMED 81 - RURAL ADDRESSING","3","3","Larimer County"
"535","UNNAMED 85 - RURAL ADDRESSING","3","3","Larimer County"
"791","UNNAMED 9 - LIVERMORE","3","3","Larimer County"
"674","UNNAMED 9 - WELLINGTON","3","3","Larimer County"
"475","UNNAMED 9- RURAL ADDRESSING","3","3","Larimer County"
"476","UNNAMED 90 - RURAL ADDRESSING","3","3","Larimer County"
"477","UNNAMED 91 - RURAL ADDRESSING","3","3","Larimer County"
"478","UNNAMED 94 - RURAL ADDRESSING","3","3","Larimer County"
"479","UNNAMED 95- RURAL ADDRESSING","3","3","Larimer County"
"765","UNNAMED 99 - WELLINGTON RED MOUNTAIN OPEN SPACE","3","3","Larimer County"
"480","UNNAMED 99-  RURAL ADDRESSING","3","3","Larimer County"
"766","UNNAMED 99- 80537","3","3","Larimer County"
"613","UNNAMED ALPINE TRL","3","3","Larimer County"
"432","UNNAMED BIGHORN XING ROAD RURAL ADD","3","3","Larimer County"
"528","UNNAMED GAUCHO ST - RURAL ADDRESSING","3","3","Larimer County"
"612","UNNAMED GREEN RIDGE - BERTHOUD","3","3","Larimer County"
"570","UNNAMED HADWICK RD - RURAL ADDRESSING","3","3","Larimer County"
"764","UNNAMED LOVELAND ROAD","3","3","Larimer County"
"851","UNNAMED RAOD 7 - BELLVUE","3","3","Larimer County"
"658","UNNAMED RD OFF CO RD 27","3","3","Larimer County"
"668","UNNAMED ROAD - LIVERMORE 8685 RED MOUNTAIN RD","3","3","Larimer County"
"694","UNNAMED ROAD - REDSTON CANYON","3","3","Larimer County"
"422","UNNAMED ROAD ?? (27-6-72","3","3","Larimer County"
"846","UNNAMED ROAD 1","3","3","Larimer County"
"897","UNNAMED ROAD 10 - BELLVUE","3","3","Larimer County"
"781","UNNAMED ROAD 10 - LIVERMORE","3","3","Larimer County"
"854","UNNAMED ROAD 11 - BELLVUE","3","3","Larimer County"
"907","UNNAMED ROAD 11 - RFL","3","3","Larimer County"
"896","UNNAMED ROAD 12 - BELLVUE","3","3","Larimer County"
"855","UNNAMED ROAD 13 - BELLVUE","3","3","Larimer County"
"856","UNNAMED ROAD 14 - BELLVUE","3","3","Larimer County"
"844","UNNAMED ROAD 15 - BELLVUE","3","3","Larimer County"
"857","UNNAMED ROAD 16 - BELLVUE","3","3","Larimer County"
"858","UNNAMED ROAD 17 - BELLVUE","3","3","Larimer County"
"889","UNNAMED ROAD 19 - BELLVUE","3","3","Larimer County"
"847","UNNAMED ROAD 2","3","3","Larimer County"
"859","UNNAMED ROAD 20 - BELLVUE","3","3","Larimer County"
"888","UNNAMED ROAD 22 - BELLVUE","3","3","Larimer County"
"895","UNNAMED ROAD 23 - BELLVUE","3","3","Larimer County"
"860","UNNAMED ROAD 24 - BELLVUE","3","3","Larimer County"
"861","UNNAMED ROAD 25 - BELLVUE","3","3","Larimer County"
"862","UNNAMED ROAD 26 - BELLVUE","3","3","Larimer County"
"886","UNNAMED ROAD 27 - BELLVUE","3","3","Larimer County"
"776","UNNAMED ROAD 27 - LIVERMORE","3","3","Larimer County"
"863","UNNAMED ROAD 28 - BELLVUE","3","3","Larimer County"
"843","UNNAMED ROAD 29 - BELLVUE","3","3","Larimer County"
"848","UNNAMED ROAD 3 - BELLVUE","3","3","Larimer County"
"864","UNNAMED ROAD 31 -BELLVUE","3","3","Larimer County"
"865","UNNAMED ROAD 32 - BELLVUE","3","3","Larimer County"
"866","UNNAMED ROAD 33 - BELLVUE","3","3","Larimer County"
"868","UNNAMED ROAD 36 - BELLVUE","3","3","Larimer County"
"869","UNNAMED ROAD 37 - BELLVUE","3","3","Larimer County"
"870","UNNAMED ROAD 38 - BELLVUE","3","3","Larimer County"
"894","UNNAMED ROAD 39 - BELLVUE","3","3","Larimer County"
"849","UNNAMED ROAD 4 - BELLVUE","3","3","Larimer County"
"871","UNNAMED ROAD 40 - BELLVUE","3","3","Larimer County"
"893","UNNAMED ROAD 41 - BELLVUE","3","3","Larimer County"
"892","UNNAMED ROAD 42 -BELLVUE","3","3","Larimer County"
"872","UNNAMED ROAD 44 - BELLVUE","3","3","Larimer County"
"873","UNNAMED ROAD 45 - BELLVUE","3","3","Larimer County"
"891","UNNAMED ROAD 46 - BELLVUE","3","3","Larimer County"
"874","UNNAMED ROAD 47 - BELLVUE","3","3","Larimer County"
"875","UNNAMED ROAD 48 - BELLVUE","3","3","Larimer County"
"887","UNNAMED ROAD 49 - BELLVUE","3","3","Larimer County"
"876","UNNAMED ROAD 50 - BELLVUE","3","3","Larimer County"
"610","UNNAMED ROAD 505-RURAL ADDRESSING","3","3","Larimer County"
"877","UNNAMED ROAD 52 -BELLVUE","3","3","Larimer County"
"878","UNNAMED ROAD 53 - BELLVUE","3","3","Larimer County"
"890","UNNAMED ROAD 54 - BELLVUE","3","3","Larimer County"
"879","UNNAMED ROAD 55 - BELLVUE","3","3","Larimer County"
"880","UNNAMED ROAD 56 - BELLVUE","3","3","Larimer County"
"774","UNNAMED ROAD 56 - LIVERMORE","3","3","Larimer County"
"881","UNNAMED ROAD 57 - BELLVUE","3","3","Larimer County"
"882","UNNAMED ROAD 58 - BELLVUE","3","3","Larimer County"
"883","UNNAMED ROAD 59 - BELLVUE","3","3","Larimer County"
"850","UNNAMED ROAD 6 - BELLVUE","3","3","Larimer County"
"884","UNNAMED ROAD 60 - BELLVUE","3","3","Larimer County"
"826","UNNAMED ROAD 60 - LIVERMORE","3","3","Larimer County"
"419","UNNAMED ROAD 74 ZIP 80537","3","3","Larimer County"
"421","UNNAMED ROAD 75","3","3","Larimer County"
"852","UNNAMED ROAD 8 - BELLVUE","3","3","Larimer County"
"853","UNNAMED ROAD 9 - BELLVUE","3","3","Larimer County"
"656","UNNAMED ROAD IN SECTION 34-7-71 (RURAL ADD KH)","3","3","Larimer County"
"652","UNNAMED ROAD SAND CREEK - RAY HERRMANN","3","3","Larimer County"
"57","UNNAMED STREET IN SECTIONS 29,32-6-69","3","3","Larimer County"
"193","VANDER MOLEN CONSERVATION DEVELOPMENT  36-4-70","3","3","Larimer County"
"377","VANGUARD FAMLECO 16TH SUBDIVISION","2","2","Loveland"
"38","VANGUARD-FAMLECO 11TH SUBDIVISION","2","2","Loveland"
"145","VANGUARD-FAMLECO 12TH SUBD","2","2","Loveland"
"313","VANGUARD-FAMLECO 13TH SUBDIVISION","2","2","Loveland"
"311","VANGUARD-FAMLECO 14TH SUBDIVISION","2","2","Loveland"
"39","VANGUARD-FAMLECO 9TH SUBDIVISION","2","2","Loveland"
"974","VANTAGE","7","7","Berthoud"
"250","VAUGHN-CEIL SUBDIVISION (24-8-69) KH","3","3","Larimer County"
"25","VIEWPOINTE","9","9","Wellington"
"149","VILLAGE 3RD SUBD","2","2","Loveland"
"949","VILLAGE EAST","4","4","Windsor"
"226","VIRGINIA DALE SNC 13,24-11-71 (KH)","3","3","Larimer County"
"136","VISTA GRANDE PD 15-7-68","3","3","Larimer County"
"171","VISTA GRANDE PUD  15-7-68","3","3","Larimer County"
"37","WALDO CONSERVATION DEVELOPMENT (LC)","3","3","Larimer County"
"494","WARBERG FARM CD (04-S2296)","3","3","Larimer County"
"262","WARSON MLD  (4-7-69 KH)","3","3","Larimer County"
"354","WATER FIFTH SUBDIVISION","2","2","Loveland"
"121","WATER VALLEY 7TH FILING","4","4","Windsor"
"940","WATER VALLEY SOUTH 16TH FILING","4","4","Windsor"
"251","WATER VALLEY SOUTH 4TH FILING","4","4","Windsor"
"602","WATER VALLEY SOUTH 7TH FILING","4","4","Windsor"
"939","WATER VALLEY SOUTH SEADRIFT SUBDIVISION","4","4","Windsor"
"256","WATER VALLEY SOUTH SUBDIVISION","4","4","Windsor"
"943","WATER VALLEY SOUTH SUBDIVISION 15TH FILING","4","4","Windsor"
"950","WATER VALLEY SOUTH SUBDIVISION 18TH FILING ","4","4","Windsor"
"1003","WATER VALLEY SOUTH SUBDIVISION 27TH","4","4","Windsor"
"947","WATER VALLEY SOUTH SUBDIVISION EIGHTEENTH FILING","4","4","Windsor"
"318","WATERDALE AMD   (04-Z1522) KH 1-10-05","3","3","Larimer County"
"319","WATERDALE AMD (04-Z1522) KH 1-10-05","3","3","Larimer County"
"98","WATERDALE MOBILE HOME PARK 15-7-68","3","3","Larimer County"
"945","WATERFIELD","1","1","Fort Collins"
"47","WATERFRONT 1ST SUBDIVISION","2","2","Loveland"
"409","WATERS EDGE","1","1","Fort Collins"
"134","WAVERLY RIDGE CONSERVATION DEVELOPMENT","3","3","Larimer County"
"241","WEIXELMAN-MAE MLD (19-8-69) KH","3","3","Larimer County"
"964","WELLINGTON BUSINESS PARK","9","9","Wellington"
"255","WELLINGTON DOWNS","9","9","Wellington"
"272","WELLINGTON POINTE","9","9","Wellington"
"999","WELLINGTON ROW","9","9","Wellington"
"165","WEST HIATHA HEIGHTS ","3","3","Larimer County"
"994","WEST VILLAGE OFF TAFT","1","1","Fort Collins"
"20","WESTCHASE PUD","3","3","Larimer County"
"954","WESTHAVEN","7","7","Berthoud"
"527","WESTVIEW II RLUP (04-S2326)","3","3","Larimer County"
"885","WHITE PINE CT RENAME- BELLVUE","3","3","Larimer County"
"415","WILD RLUP  (5,6,7-5-69 KH)","3","3","Larimer County"
"351","WILD VALLEY NORTH RLUP (5,6-5-69 &amp; 32-6-69 KH)","3","3","Larimer County"
"513","WILD WING","8","8","Timnath"
"29","WILLIS FARMS ","3","3","Larimer County"
"79","WILLOW BROOK ","1","1","Fort Collins"
"22","WILLOWBROOK","3","3","Larimer County"
"138","WILLOWBROOK 2ND","1","1","Fort Collins"
"920","WILLOWBROOK 3RD","1","1","Fort Collins"
"1030","WILLOX FARM","1","1","Fort Collins"
"35","WILSON COMMONS 1ST SUBDIVISION","2","2","Loveland"
"420","WILSON PLD (30-8-69 KH)","3","3","Larimer County"
"131","WINDSHIRE PARK","4","4","Windsor"
"928","WINDSHIRE PARK SUBDIVISION THIRD FILING","4","4","Windsor"
"244","WINDSONG 10TH SUBD","2","2","Loveland"
"242","WINDSOR COMMONS 3RD FILING","4","4","Windsor"
"50","WINONA 1ST SUBDIVISION","2","2","Loveland"
"122","WINTER FARM 1ST FILING","4","4","Windsor"
"938","WINTER FARM 3RD FILING","4","4","Windsor"
"361","WINTERGREEN 2ND SUBDIVISION","2","2","Loveland"
"28","WINTERGREEN VILLAGE 2ND SUBDIVISION","2","2","Loveland"
"941","WOODWARD TECHNOLOGY CENTER","1","1","Fort Collins"
"667","WORTHINGTON UNNAMED ROAD","3","3","Larimer County"
"666","WY/CO STATE LINE ROAD","3","3","Larimer County"
"651","YMCA","3","3","Larimer County"
"768","YMCA OF THE ROCKIES","3","3","Larimer County"
"258","YOUNG CD (26-4-70) KH","3","3","Larimer County"
